@relation R_data_frame

@attribute att6 numeric
@attribute att9 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att22 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att28 numeric
@attribute att33 numeric
@attribute att35 numeric
@attribute att37 numeric
@attribute att40 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att45 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att59 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att65 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att76 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att84 numeric
@attribute att86 numeric
@attribute att88 numeric
@attribute att91 numeric
@attribute att94 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att102 numeric
@attribute att105 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att129 numeric
@attribute att133 numeric
@attribute att136 numeric
@attribute att138 numeric
@attribute att143 numeric
@attribute att146 numeric
@attribute att148 numeric
@attribute att154 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att162 numeric
@attribute att166 numeric
@attribute att169 numeric
@attribute att174 numeric
@attribute att176 numeric
@attribute att178 numeric
@attribute att179 numeric
@attribute att183 numeric
@attribute att186 numeric
@attribute att188 numeric
@attribute att190 numeric
@attribute att192 numeric
@attribute att199 numeric
@attribute att202 numeric
@attribute att203 numeric
@attribute att204 numeric
@attribute att205 numeric
@attribute att207 numeric
@attribute att209 numeric
@attribute att210 numeric
@attribute att213 numeric
@attribute att218 numeric
@attribute att223 numeric
@attribute att224 numeric
@attribute att225 numeric
@attribute att228 numeric
@attribute att230 numeric
@attribute att234 numeric
@attribute att240 numeric
@attribute att242 numeric
@attribute att243 numeric
@attribute att244 numeric
@attribute att247 numeric
@attribute att248 numeric
@attribute att249 numeric
@attribute outlier string

@data
7759,29184,40,5454,0.534,6836,57,0.51,0.44,31,8.67,27,259,6627,7677,0.33,86,388,3.7,89,3071,69.2,6.1,3,8829,2.5,75139,0.583,523,0.11,0.89,2.85,73027,4877,71781,0.445,8.5,2.41,8.7,3377,0.38,0.188,46,0.77,7.87,2.1,0.573,0.469,0.305,3974,5.62,4706,6.5,0.376,47.4,6126,0.574,9.3,4110,49,64,5.9,0.75,0.756,0.68,0.56,4.1,2.01,53,902,6.05,335,69,0.575,23,54.6,0.59,75.8,47890,362,24239,88.3,0.72,5.2,34.1,2.5,62286,1.04,38510,0.163,797,398,0.063,4861,50,33673,7.94,7044,7015,0.78,58305,92527,4.3,96823,2.92,no
8157,25440,38,4245,0.87,4950,57,0.62,0.3,30,8.58,43,685,6937,7710,0.35,78,371,0.9,93,3033,67.1,5.3,2.1,8932,2.4,60626,0.538,525,0.56,0.84,3.53,82465,4822,90039,0.476,4.96,2.84,4.5,3627,0.26,0.218,46,0.88,5.73,3.2,0.57,0.314,0.452,4052,4.44,4805,3.8,0.672,51.1,8936,0.635,4.9,5427,41,62.3,6.1,0.36,0.144,0.63,0.59,4.6,5.89,32,864,6.91,276,38,0.68,34.8,80.5,0.5,71.4,35632,221,34523,84.5,0.77,4.2,50,5.5,64826,4.19,55843,0.16,786,549,0.11,6719,18,41348,5.91,7141,7499,0.3,46560,94997,3,90752,4.07,no
7867,28563,40,2640,0.442,6980,56,0.41,0.35,81,8.39,48,323,4586,7644,0.23,94,421,3.2,93,3103,74.1,4.9,5.8,8603,2.5,71768,0.547,162,0.2,0.51,3.55,78783,5029,87953,0.529,8.9,2.08,8.6,3314,0.47,0.267,23.7,0.9,7.67,2.9,0.575,0.483,0.454,5255,4.45,4426,6.1,0.567,53.5,8406,0.599,7.9,4005,79,62.6,8.1,0.7,0.189,0.7,0.19,8.7,2.62,58,860,6.48,305,49,0.59,65.8,54.6,0.32,71.7,77743,131,24236,84.4,0.71,3.9,50.9,1.4,63546,2.47,38493,0.175,710,338,0.111,5319,79,40411,3.79,7065,7861,0.78,58348,96222,5.1,98531,2.35,no
7823,29720,49,1187,0.838,7275,57,0.88,0.36,66,8.81,42,926,6515,7038,0.22,70,383,3.6,87,3035,74,5.3,2.2,8579,3.4,75645,0.538,204,0.12,0.71,3.41,85599,5938,77407,0.542,6.31,2.78,5.7,3742,0.47,0.22,46.5,0.76,7.77,3.2,0.399,0.313,0.276,5399,5.41,4322,6.5,0.581,52.2,1576,0.638,8.1,3457,81,62.7,5.9,0.36,0.426,0.72,0.22,7.5,3.6,49,875,7.2,282,87,0.72,70.3,70.9,0.82,73.1,57596,412,90073,84,0.69,3.9,52.2,3.1,66132,3.96,55745,0.173,710,409,0.111,6739,31,41498,1.18,7067,7583,0.61,40263,96124,0.6,94321,4.12,no
8100,29662,71,4054,0.625,7312,61,0.4,0.36,42,8.57,65,877,6538,7670,0.33,72,368,3.2,93,3098,73.6,6.9,5.8,8882,3,71951,0.627,433,0.55,0.58,3.2,76152,4376,83290,0.503,7.88,2.75,8.8,3664,0.49,0.232,58.7,0.81,7.96,3.4,0.395,0.213,0.329,7951,5.46,3964,5.1,0.427,46.5,7873,0.64,2.2,3390,44,62.2,5.9,0.9,0.655,0.3,0.56,8.2,3.64,57,921,6.99,233,73,0.671,61.8,50.7,0.46,80.7,45522,265,88846,86.2,0.78,6.1,50.2,1.5,69021,2.23,47800,0.154,760,392,0.073,4754,30,35039,2.23,7046,7845,0.62,58457,94360,4.5,90325,6.49,no
8161,22270,71,3027,0.682,4897,53,0.39,0.35,34,8.53,18,686,4201,7699,0.48,73,476,1.8,92,3049,74.5,4.2,1.9,8484,2,73837,0.511,626,0.19,0.82,3.02,88599,4958,69026,0.477,7.58,1.93,8.4,3378,0.54,0.204,46.9,0.76,5.52,3.9,0.399,0.126,0.273,7092,4.43,4068,6.1,0.385,51.9,8268,0.639,9.1,5023,73,64.2,0.5,0.33,0.149,0.52,0.56,8.4,6.33,25,913,6.08,361,40,0.585,23.5,58.6,0.44,82,31431,272,36405,85.3,0.52,3.3,35.6,5.5,67824,1.83,47980,0.158,790,522,0.118,4651,40,43084,5.91,7068,7382,0.79,56725,93113,3.2,96652,2.79,no
7949,25257,26,5130,0.652,6326,19,0.88,0.28,32,8.76,23,842,3624,7453,0.33,93,370,0.9,84,4722,68.1,5.1,1.9,8418,4.2,67719,0.631,528,0.15,0.53,3.45,80503,4936,88812,0.493,5.57,2.74,4.6,3583,0.51,0.276,62,0.91,7.99,2.4,0.582,0.072,0.433,3915,5.46,4855,2.5,0.379,50.7,1820,0.62,0.8,5859,80,66.7,0.5,0.66,0.267,0.73,0.43,9,5.92,56,859,6.93,358,72,0.54,62.3,53.6,0.43,69,75340,194,27340,87.2,0.67,6.5,34.7,2.5,62253,0.85,69773,0.2,824,406,0.115,6019,35,37360,3.63,7128,7347,0.81,40262,96215,1.8,89853,5.89,no
7794,29756,71,5113,0.864,6050,56,0.68,0.35,35,8.72,54,764,6594,7275,0.36,93,369,1.6,87,2932,75.1,2.4,1.9,8501,3.1,71236,0.539,477,0.17,0.54,3.16,84837,4605,82997,0.465,6.12,2.78,8.8,3929,0.4,0.277,57.2,0.81,5.6,2.3,0.586,0.26,0.378,8585,4.46,4791,5.6,0.648,52.4,8610,0.638,1.6,5598,54,62.6,8.4,0.22,0.313,0.75,0.32,7.6,6.21,53,861,5.9,361,70,0.596,68.9,51,0.72,56.9,86197,203,84864,88.4,0.85,5,27.6,5.3,69190,6.89,54362,0.36,742,413,0.114,6332,35,37467,2.76,7123,6691,0.42,60665,94787,2.1,92452,2.65,no
7643,27333,56,5595,0.424,4192,64,0.89,0.54,34,8.58,22,198,4628,7547,0.25,71,377,1.2,92,4918,74.2,5,2.8,8341,3.9,53348,0.538,318,0.32,0.51,3.47,86121,5364,84809,0.536,7.42,2.85,4.5,3683,0.36,0.225,19.6,0.77,5.67,2.7,0.398,0.474,0.283,8053,4.43,4287,5.6,0.419,48.1,3566,0.629,6.5,5872,82,62.3,4,0.34,0.16,0.24,0.4,8.2,1.81,54,911,6.76,247,43,0.582,22.8,83.5,0.34,66.4,29439,389,77205,87.7,0.8,3.8,27.4,3.9,55365,5.61,38608,0.173,688,462,0.115,6414,61,37029,2.69,7059,7278,0.36,48165,92628,4,98452,7.15,no
7845,29415,71,4730,0.875,5298,19,0.82,0.29,46,8.62,22,353,3595,7731,0.54,93,478,1.4,87,3033,67.7,4.8,1.9,8196,5.2,50358,0.622,666,0.2,0.74,3.17,87003,5595,88002,0.572,8.58,2.68,4.6,3858,0.38,0.204,66.6,0.79,6.59,2.5,0.567,0.309,0.309,4785,5.52,4869,2.6,0.405,47.4,8388,0.566,8.1,5741,76,62.5,3.9,0.66,0.138,0.52,0.17,4.3,5.84,41,876,5.77,357,58,0.61,78,54.6,0.47,81.9,33207,205,33402,87.2,0.76,5.5,35,4.3,69190,6.22,93409,0.168,692,414,0.082,6332,23,41862,3.27,7043,8510,0.34,52244,96214,3.9,93176,8.64,no
7810,29587,52,5681,0.671,5313,47,0.48,0.27,29,8.68,64,134,6944,7647,0.34,62,398,1.7,92,3088,68.5,5.4,5.8,7523,2.4,48467,0.539,574,0.23,0.87,3.22,81348,5485,71817,0.439,8.22,2.18,4.5,3428,0.45,0.117,18.1,0.91,7.99,3,0.492,0.481,0.272,4459,5.52,4821,5.7,0.367,46.9,2217,0.578,7.8,4009,77,66.7,7.8,0.95,0.516,0.42,0.49,4.8,4.29,50,917,6.76,280,87,0.58,62.4,82.2,0.45,74.2,56276,268,56966,84.8,0.79,4.6,46.8,1.3,55569,5.54,45698,0.184,775,416,0.071,4822,57,36875,3.28,7068,7625,0.79,46558,92612,5.6,87344,2.33,no
7762,22131,58,4486,0.688,6844,33,0.64,0.33,52,8.58,29,118,6515,7586,0.5,75,371,1.7,72,3112,67.6,2.9,1.9,8728,2.4,68544,0.607,518,0.19,0.82,3.07,77892,5365,83647,0.502,5.49,2.7,6,3950,0.46,0.216,68.1,0.8,5.59,1.6,0.398,0.299,0.39,4896,5.64,4460,5.4,0.441,45.4,2870,0.631,4.9,4002,70,63.5,3.5,0.91,0.171,0.36,0.56,8.4,5.86,55,860,7.06,265,87,0.593,62.7,54,0.76,74.7,57005,365,90749,84.5,0.77,4,50.1,5.5,62423,6.2,38630,0.125,785,534,0.05,5144,60,34084,6.12,7045,7278,0.37,48918,96223,1.6,97678,3.36,no
7736,28597,28,5371,0.784,6551,31,0.83,0.34,35,8.38,58,561,4583,7237,0.57,93,479,3.8,64,2924,74.7,6.9,1.9,8773,2.8,76176,0.581,330,0.56,0.53,2.87,79213,5869,76341,0.443,8.86,2.8,8.6,4109,0.48,0.268,55.8,0.85,7.56,1.2,0.395,0.473,0.331,3958,5.59,4600,6.5,0.448,50.5,8069,0.631,8,4043,77,62.5,5.8,0.7,0.598,0.36,0.55,8.2,4.72,28,912,5.9,231,74,0.805,85.4,54.1,0.33,81.1,30117,159,88113,83.8,0.81,5.3,25.8,4.3,61559,2.34,46888,0.163,831,416,0.102,6740,39,43143,3.51,7111,7531,0.78,42913,95903,0.6,98245,4.15,no
7935,28550,46,1328,0.897,4362,51,0.45,0.52,34,8.55,54,119,4706,7324,0.37,57,384,1.5,93,3064,70.9,4.9,2.4,7389,4.3,41955,0.525,543,0.47,0.53,3.15,82052,5343,91729,0.528,8.27,1.92,8.8,3838,0.48,0.276,29.1,0.75,7.49,2.3,0.586,0.494,0.389,5087,5.39,3882,6.5,0.41,41.5,8546,0.633,7.4,5870,74,64,5.8,0.83,0.323,0.67,0.15,7.6,1.25,50,915,6.7,318,48,0.603,55.8,76,0.89,70.4,31786,339,18576,86.7,0.67,3.9,50.2,4.9,68594,6.38,93053,0.172,694,412,0.067,6183,43,40890,6.18,7141,8182,0.55,51261,96210,0.6,96984,5.55,no
7938,25535,55,5063,0.913,4931,23,0.43,0.35,79,8.54,63,730,5288,7105,0.5,68,370,1,91,2960,69.8,3.9,2.1,8806,5.2,52256,0.539,574,0.31,0.76,3.48,76234,5058,85239,0.567,8.91,2.78,5.5,3577,0.46,0.232,57.4,0.76,5.78,3.5,0.395,0.298,0.366,8828,5.69,3857,6.5,0.457,47.5,7568,0.641,1.5,4909,73,62.4,0.6,0.79,0.629,0.28,0.2,8.1,2.63,29,856,5.87,361,86,0.577,61.3,83.2,0.83,77.8,89423,131,88006,88,0.75,3.8,48.3,3.4,62319,1.4,92644,0.268,778,359,0.117,4856,57,40706,7.12,7068,7738,0.35,56504,92968,2.2,88008,8.15,no
7748,22059,31,5039,0.412,6094,17,0.8,0.27,33,8.53,26,554,3621,7232,0.25,68,370,1.8,92,4881,67.2,5,3.1,7609,4,36343,0.601,641,0.18,0.87,3.22,76786,4709,78209,0.492,7.53,2.71,5.5,3231,0.26,0.25,26.2,0.83,5.69,2.1,0.585,0.252,0.357,4483,5.67,4828,2.1,0.423,48.8,1789,0.567,6.2,3406,50,62.1,5.6,0.34,0.152,0.31,0.22,7.9,2.07,33,917,6.97,257,87,0.581,62.6,50.2,0.53,77.6,38445,164,89130,84.7,0.85,3.6,26.5,5.3,62821,6.6,58228,0.177,697,544,0.095,4744,18,36306,2.05,7108,7637,0.69,40275,93608,5,98486,5.42,no
7629,29759,72,4781,0.638,5740,31,0.66,0.36,83,8.62,26,760,4291,7312,0.59,61,385,1.7,37,3023,71.5,5.1,2.1,8427,2.6,25605,0.575,396,0.45,0.85,3.15,80844,5188,61643,0.474,4.89,2.77,4.6,3929,0.28,0.092,66.9,0.81,7.75,4.3,0.475,0.475,0.355,4560,5.67,4908,5,0.453,52.3,4322,0.611,5.1,5722,79,66.9,6,0.4,0.269,0.25,0.3,8,5.95,53,879,5.59,218,73,0.759,76.9,54.5,0.33,81.9,90498,130,32802,87.3,0.52,6.1,31.9,0.9,68516,1.02,47931,0.134,734,416,0.068,5245,57,33782,0.52,7070,7279,0.76,51123,95175,3.3,92908,7.15,no
7841,25669,49,5510,0.684,6428,48,0.46,0.37,67,8.5,29,164,5604,7266,0.43,77,372,2.9,92,3051,67.2,6.3,2.2,8339,3.3,79936,0.606,552,0.46,0.82,3.06,79333,5107,81699,0.513,6.6,2.74,4.6,3463,0.54,0.204,61.6,0.6,7.96,3.4,0.579,0.283,0.452,4139,5.52,4330,5.3,0.377,42.2,3618,0.626,8.3,4036,74,62.5,5.8,0.22,0.302,0.44,0.33,8.4,5.94,29,872,6.65,297,73,0.59,22.9,54,0.87,71.5,32516,265,88775,88.2,0.77,6,52.3,2.9,64973,5.69,65653,0.356,691,493,0.095,4597,36,34245,5.42,7114,6647,0.31,47186,95513,4.1,97835,3.3,no
7596,27517,38,1522,0.488,4977,39,0.86,0.38,82,8.46,58,396,5313,7296,0.48,94,477,3,92,3033,72.2,5.6,1.9,8380,3.3,51933,0.555,610,0.27,0.52,3.06,78700,5939,93830,0.48,5.41,2.78,8.9,3895,0.33,0.248,62.1,0.9,6.97,3.7,0.589,0.146,0.289,9530,5.57,4831,3.3,0.676,44.7,2259,0.634,7.9,4395,49,62.7,9,0.84,0.476,0.76,0.55,8.2,2.46,32,868,6.09,319,86,0.574,29.3,68.3,0.74,67,85842,230,87700,84.3,0.83,4.7,51.6,1.9,55463,0.71,63460,0.238,746,408,0.117,4780,62,37225,0.55,7075,7387,0.79,57907,92290,3.8,95611,4.94,no
7745,25824,67,5589,0.589,7130,20,0.66,0.37,66,8.47,21,420,5300,7337,0.4,96,477,1.7,62,3109,67,6.3,1.9,8763,5.1,71449,0.593,503,0.55,0.61,3.17,75081,5071,83116,0.439,5.39,2.78,5.7,3417,0.31,0.231,46.1,0.9,7.81,4,0.397,0.065,0.452,4928,5.66,3971,6.3,0.676,51.4,6853,0.624,8.9,4176,74,62.1,9.1,0.19,0.238,0.37,0.16,8.3,2.3,58,875,7.21,260,86,0.682,61.6,52.5,0.88,70.6,34279,406,24073,83.4,0.72,3.3,51,4.9,62293,2.61,75102,0.174,824,360,0.109,4796,32,41969,4.88,7091,8008,0.63,52134,93145,0.7,93061,8.6,no
7555,28867,44,5119,0.844,4638,56,0.72,0.3,41,8.57,45,281,3753,7204,0.2,92,477,0.7,89,3106,73.5,5.1,1.9,8781,5.1,67628,0.539,539,0.16,0.83,3.2,79727,5933,86494,0.562,5.94,2.7,8.9,3318,0.38,0.208,57.2,0.86,7.76,1.3,0.396,0.276,0.274,5179,4.5,4124,2.9,0.364,43.6,4503,0.59,1.8,4100,63,63,6.9,0.65,0.639,0.76,0.14,8.2,1.13,36,884,6.17,359,83,0.579,23.6,51.9,0.49,68.1,87353,266,88755,87.6,0.56,5.2,51.9,0.8,55430,3.12,64533,0.184,786,407,0.112,4835,57,37271,5.68,7111,7478,0.36,58435,92366,4.5,92742,2.45,no
7538,28595,70,1321,0.91,7182,33,0.87,0.42,82,8.5,20,121,3731,7567,0.44,93,475,1.8,85,4598,69.6,6.3,2.9,8389,2.5,72999,0.58,565,0.3,0.54,3.24,77143,5904,77714,0.488,4.94,2.83,5.4,3370,0.31,0.235,57.9,0.84,7.63,3.4,0.395,0.066,0.404,8961,4.44,4048,4.3,0.556,46,1325,0.674,0.7,5408,69,62.1,1.2,0.91,0.621,0.34,0.19,8.1,2.8,26,869,6.28,233,85,0.586,23,59,0.83,71.7,40217,199,26881,88.4,0.85,5.5,50.2,1.5,65912,0.76,47512,0.179,687,433,0.058,6725,80,37396,0.48,7044,7675,0.29,58336,95950,1.8,95990,5.53,no
7598,29556,53,5627,0.642,7329,32,0.62,0.38,34,8.61,22,134,3375,7252,0.46,67,368,1.3,86,2733,66.8,4.5,5.8,8573,3.4,27029,0.554,672,0.33,0.74,3.17,80058,5933,63163,0.575,5.16,2.85,5.4,3950,0.48,0.206,69,0.52,5.66,2,0.519,0.38,0.292,4065,5.69,4786,4.9,0.461,47.3,2249,0.571,7.3,5424,73,62.8,1.3,0.93,0.655,0.61,0.57,7.7,5.04,21,884,6.8,324,80,0.573,24.6,53.9,0.46,66.5,87086,133,87708,84.5,0.83,5.1,52,1.8,66107,5.58,84354,0.24,789,528,0.102,4667,70,36958,6.31,7121,8035,0.3,49022,92844,3.3,93746,4.22,no
7986,29410,42,5681,0.69,5550,35,0.71,0.36,29,8.37,18,346,4525,7742,0.24,55,382,0.6,85,3035,69.8,5.4,2.4,8741,4.5,73977,0.628,349,0.28,0.75,2.9,86658,5236,73577,0.47,4.96,2.81,8.8,3456,0.46,0.248,57.5,0.76,7.78,2.9,0.399,0.311,0.271,5532,5.66,4882,1.9,0.396,50.3,1707,0.569,8.5,3442,51,62,9.1,0.16,0.351,0.27,0.37,7.7,5.93,26,870,6.36,327,63,0.663,22.4,58.4,0.36,71.3,89890,270,48801,88,0.66,3.6,50.7,2.8,66019,0.76,38377,0.172,809,412,0.122,6311,46,37946,1.68,7092,7316,0.79,46200,94308,2,92473,2.77,no
7796,26081,47,5519,0.723,6197,33,0.7,0.28,34,8.87,28,320,5649,7732,0.56,70,380,1,57,3108,69.5,6.4,2.5,8368,5,31871,0.523,461,0.21,0.75,3.21,76229,5936,75680,0.557,5.52,2.18,6,3527,0.46,0.231,33.2,0.77,5.96,1.4,0.46,0.105,0.278,5391,5.06,4819,2.2,0.425,42.7,4918,0.623,9.2,3235,75,64,8.9,0.23,0.145,0.78,0.39,7.3,0.98,57,851,6.71,359,44,0.711,61,55.8,0.66,74.6,55203,213,87640,83.5,0.83,5.4,51.9,4.6,68559,5.9,74805,0.158,774,416,0.053,6244,73,40386,2.59,7075,7278,0.29,50854,93961,2.8,92809,2.92,no
8178,23859,36,1202,0.899,6677,38,0.54,0.36,57,8.43,22,625,4140,7698,0.62,68,479,2.3,52,3075,72.4,5.2,2.2,8824,4.4,69169,0.602,596,0.13,0.57,3.46,79668,5937,80446,0.49,8.5,2.26,8.9,3254,0.48,0.108,47.2,0.68,5.5,2.6,0.574,0.363,0.43,5246,5.65,4091,5,0.593,43.7,2050,0.637,0.9,5875,51,62.7,9,0.15,0.622,0.72,0.39,8.4,3.59,21,889,6.09,284,86,0.575,87,54.6,0.35,66.6,86608,131,35731,86.5,0.72,4.2,46.2,5.5,62265,3.2,63919,0.23,821,410,0.078,6334,23,38926,2.27,7062,7278,0.6,41469,94188,0.6,94057,8.42,no
7604,28947,54,4016,0.615,5757,19,0.79,0.27,29,8.54,42,827,3743,7025,0.61,58,407,1.7,89,3088,67.9,6.9,3,8533,5,68093,0.589,405,0.55,0.6,3.19,76294,5801,74858,0.445,7.88,2.85,8.7,3338,0.39,0.156,42.2,0.93,5.72,3.7,0.582,0.477,0.272,9315,5.11,4795,6.5,0.583,40.5,1338,0.627,8.8,4013,79,64.3,8.8,0.6,0.431,0.2,0.29,8.4,1.74,41,876,7.2,291,51,0.266,76.5,52.2,0.35,70.8,34088,171,27930,83.9,0.53,6.5,26.5,5.5,66118,1.13,51885,0.168,736,550,0.107,5963,79,41524,2.26,7099,7517,0.79,58070,93423,1.7,96881,8.73,no
7586,29753,51,5467,0.643,6171,20,0.62,0.6,52,8.39,23,357,3584,7679,0.42,93,475,0.8,71,2842,70.8,5.7,2.1,8337,5.2,71503,0.539,413,0.14,0.88,2.95,76128,5606,78373,0.457,4.92,2.81,4.6,4094,0.24,0.271,40.5,0.8,5.63,2.4,0.589,0.238,0.273,4899,5.69,4864,2.7,0.595,50.2,8155,0.572,4.8,4005,81,64.2,8.8,0.75,0.251,0.29,0.45,8.7,5.88,53,887,5.84,284,83,0.659,61.2,54.4,0.46,55.7,31859,197,24178,88.7,0.53,3.3,50.7,0.8,66345,5.87,47216,0.169,822,356,0.05,4735,20,35256,0.58,7072,7279,0.36,46516,96207,4.9,98441,2.56,no
7525,28553,51,1867,0.495,6578,60,0.44,0.54,30,8.54,43,337,6424,7646,0.39,93,367,1.4,88,2948,72,3.6,1.9,8922,4.1,70852,0.621,395,0.19,0.82,2.88,80451,5354,92960,0.479,8.56,2.71,4.5,3462,0.47,0.188,47.2,0.82,7.02,3.5,0.542,0.204,0.326,7650,5.67,4825,2.1,0.656,51.5,2375,0.663,6,4031,77,62.5,6.8,0.53,0.582,0.26,0.44,8.3,2.42,34,850,6.54,253,77,0.601,73.1,63.6,0.89,80.2,58171,130,18673,87.7,0.63,3.5,52.7,2.5,62315,0.86,38416,0.309,772,422,0.113,6344,61,39428,4.33,7082,7281,0.29,48138,96222,2.9,88452,2.95,no
7532,29569,71,4504,0.479,4018,23,0.81,0.58,62,8.55,26,368,4538,7363,0.44,68,476,1.5,89,3103,68.7,5,5.8,8275,1.9,77039,0.539,373,0.12,0.52,3.18,79987,5768,95288,0.473,4.96,2.3,6.2,4093,0.47,0.045,33.9,0.81,8,2.8,0.581,0.235,0.379,8717,4.47,4635,5.5,0.603,53.1,4310,0.571,6.1,5428,44,64.1,5.7,0.31,0.63,0.72,0.24,8.2,1.71,57,881,6.47,335,87,0.668,60.8,56.8,0.35,75.5,76281,134,88876,88.2,0.7,4.1,26.4,5.4,65877,1.62,48240,0.148,713,408,0.049,6030,57,42000,1.1,7067,7279,0.28,40271,93538,3.4,89279,4.36,no
7807,17964,48,2143,0.859,6314,19,0.53,0.36,32,8.56,24,180,4612,7062,0.24,75,367,1.8,81,3112,69.4,7.1,2.9,8629,4.3,76869,0.539,729,0.35,0.52,3.43,87865,5310,64535,0.491,6.65,2.53,8.9,3964,0.47,0.171,64.3,0.81,7.66,3.8,0.399,0.09,0.291,8551,5.47,4812,0.6,0.677,42.3,5689,0.639,3.2,3702,76,62.1,8.9,0.3,0.667,0.27,0.4,6.8,5.84,45,867,6.15,220,86,0.601,63,54.2,0.38,68.5,81907,267,89793,87.3,0.66,6.1,42.6,4.9,69200,6.32,92180,0.183,764,410,0.105,6724,36,34372,8.53,7111,7450,0.32,48182,95718,2.8,94307,4.14,no
7567,25875,35,5392,0.862,4400,30,0.9,0.28,52,8.65,54,533,3505,7447,0.39,61,479,2,90,3483,70.4,4.8,1.9,8686,5.1,69383,0.525,615,0.11,0.88,2.85,88595,4980,73782,0.485,7.64,1.95,7.2,4072,0.32,0.256,45,0.82,8.05,3.4,0.561,0.471,0.348,9625,4.45,4903,2.9,0.555,45.1,6970,0.633,6.6,5560,45,62.2,5.8,0.58,0.711,0.66,0.19,3.3,5.92,53,860,6.01,343,82,0.721,76.9,54.6,0.9,72.4,49368,171,87647,88.6,0.71,4.3,26.9,4,63162,5.89,38439,0.234,703,551,0.113,4770,64,37214,6.06,7116,7280,0.37,48270,93060,5.4,92778,4.34,no
7799,27856,35,5431,0.701,5891,29,0.45,0.29,73,8.68,21,352,6914,7739,0.47,61,368,1.7,47,2802,73.8,5.7,5.9,8342,4.8,59665,0.629,396,0.54,0.53,3.41,77592,5617,94587,0.564,5.51,2.38,4.5,3325,0.47,0.226,60,0.8,7.98,3.6,0.398,0.118,0.279,8221,4.44,4846,4.5,0.375,51.7,7918,0.577,8.8,5643,73,66.9,6.1,0.19,0.209,0.3,0.15,8.4,4.06,59,858,5.96,243,45,0.579,63,70.8,0.54,71.8,27542,134,24005,84.9,0.85,5.3,52.2,1.4,62267,0.86,92905,0.184,702,345,0.114,6714,18,42051,3.63,7074,7278,0.68,40266,95306,4,98537,2.32,no
7918,28167,56,3430,0.702,6159,19,0.89,0.34,31,9,49,955,6802,7082,0.48,94,416,0.6,93,3024,68.2,6.4,5.6,8587,4.2,68647,0.538,438,0.19,0.63,3.29,84681,5270,80754,0.445,6.74,2.83,5.4,3271,0.47,0.232,25.5,0.76,7.5,3.6,0.396,0.473,0.289,4073,5.62,3898,5.8,0.571,53.7,8667,0.621,4.6,5420,52,62.5,5.7,0.71,0.612,0.53,0.2,9.3,4.68,54,864,6.03,360,53,0.791,25,51.8,0.35,72.5,34432,154,61094,84.9,0.7,4.8,30.2,5.3,69103,6.84,38568,0.169,704,410,0.111,4827,72,35149,1.11,7106,7468,0.47,46301,95679,0.8,91339,2.22,no
7700,29259,51,5713,0.854,5865,14,0.41,0.31,29,8.6,24,414,4249,7516,0.56,94,426,1.8,85,3042,67,5.2,4.1,8421,5.1,73974,0.582,690,0.4,0.75,3.41,76784,5920,58426,0.481,8.79,2.73,6.4,3588,0.51,0.226,20.3,0.78,7.98,2.3,0.398,0.469,0.278,3942,5.69,4819,3.8,0.46,51.8,8568,0.686,7.3,4043,82,63.2,2.1,0.84,0.629,0.58,0.55,8.6,2.26,50,876,7.12,306,86,0.651,63.2,66.2,0.42,79.8,30639,317,90903,86.7,0.55,5.8,50.1,3,62788,5.54,80720,0.183,782,328,0.048,4862,25,35848,1.42,7083,8145,0.72,51830,92584,3,93724,8.9,no
7784,25424,55,4975,0.798,5761,30,0.52,0.34,72,8.84,22,881,4499,7720,0.47,90,446,1.5,93,3738,71,6.1,2.3,8142,2.9,56084,0.624,442,0.11,0.82,3.24,76531,5920,90795,0.448,7.87,2.79,8.8,4154,0.25,0.232,43.3,0.76,7.53,2.2,0.588,0.471,0.277,3833,5.69,4789,3.6,0.459,52.3,2109,0.71,7.9,4040,58,63.7,0.3,0.79,0.135,0.26,0.38,8.8,5.94,30,885,6.96,350,83,0.584,84.2,54.1,0.84,82,90803,133,87757,84.1,0.51,3.6,50.4,2.2,66784,6.49,38429,0.169,775,333,0.057,4783,61,34223,2.9,7145,8058,0.79,51785,93611,4.3,97968,8.17,no
